user_id,nickname,x,y,tier
0f6e6d6a-57cc-59a2-bff6-eded84aaaf6b,Morgan Anderson,-0.004396766405749669,-0.023233073077439475,2
121617c2-0282-5301-8765-d8ced248013f,Avery Cruz,0.014983621360625478,0.09668167752618106,3
1bda4f83-cd2b-5b51-af26-4351be39a8c8,Taylor Bennett,0.001909699927620045,0.004373504190041316,2
2078af1e-32a3-5bf2-a0bd-2cfc10823f94,Cameron Bennett,0.0035693712660639187,0.02461852197628696,2
3581f35d-13ce-599a-8f9f-1dc5d5efdb96,Taylor Anderson,-0.0011171106061244698,-0.009481302710312079,2
42f0f3e8-82ac-5f87-a6d6-f331685ce6a6,Hayden Anderson,0.0012708920722291216,-0.0046119640003488595,2
444ed63f-9d51-525e-9c20-733736857f14,Avery Bennett,0.004327180948283056,0.009136583034951554,2
4d4b993d-461b-52be-8dd6-a2393412bcc2,Riley Anderson,0.0004788757782434442,-0.007065805441755735,2
6c1411a1-3757-57b6-a182-c3b4b92e0c0c,Cameron Anderson,0.0025373435760074254,-0.00011923031971083762,1
78e94451-849b-57f7-b6ab-8e7f270cfaf9,Jordan Bennett,0.0023383027950350755,-0.002371684722287065,1
882dbcc3-9834-59c0-a0b7-c543eb198815,Jordan Anderson,-0.012002606351548253,-0.04660152380120005,3
8c77f4a2-6777-538d-98d5-19bb2d30b117,Parker Bennett,0.0015364804492538167,-0.006000377343730161,2
9373b144-fbea-5b24-b746-1b5a15185ac4,Reese Anderson,0.0019297659428870193,-0.003205771733295358,1
99a0666d-8865-5d73-8e3b-27fe3aea0414,Reese Bennett,0.005590347992599034,0.03800005231465723,3
9e7e1a77-773e-5937-9347-1c1ca11c6ae8,Quinn Bennett,0.0014623501916627138,-0.00533611366574924,2
aa834b27-6e25-52c6-86de-e105a0bfc2f1,Eleanor Colvin,0.0,0.0,1
afec5144-e6a3-511f-9dc2-02f8ec57d8ac,Winston Churchill,-0.015338952794624489,-0.0443732840785879,3
bc9258dd-04e9-5352-a83b-d42f9761894e,Morgan Bennett,0.0015005769853458704,-0.003395786609500162,1
cf21953c-e290-5735-9949-985ff0748943,Riley Bennett,0.0012923242851279005,0.0029451311959561204,1
df33a880-7249-57ce-9eee-b8404eb97297,Quinn Anderson,-0.008114851794365708,-0.029026622620094093,3
eae30cde-7e83-5fce-9c05-6632671368c0,Hayden Bennett,0.0016789767675120366,0.01058680139035907,2
