user_id,nickname,x,y,tier
0f6e6d6a-57cc-59a2-bff6-eded84aaaf6b,Morgan Anderson,-0.004398347473015846,-0.023237857541125836,2
121617c2-0282-5301-8765-d8ced248013f,Avery Cruz,0.014984147901285045,0.09668281867310836,3
1bda4f83-cd2b-5b51-af26-4351be39a8c8,Taylor Bennett,0.0019101274254072066,0.004374408729761473,2
2078af1e-32a3-5bf2-a0bd-2cfc10823f94,Cameron Bennett,0.0035698918270701046,0.02461963082942183,2
3581f35d-13ce-599a-8f9f-1dc5d5efdb96,Taylor Anderson,-0.0011178048859172398,-0.009483639306974373,2
42f0f3e8-82ac-5f87-a6d6-f331685ce6a6,Hayden Anderson,0.00127109848742512,-0.0046117876399113305,2
444ed63f-9d51-525e-9c20-733736857f14,Avery Bennett,0.004327583843550106,0.009137408576392909,2
4d4b993d-461b-52be-8dd6-a2393412bcc2,Riley Anderson,0.00047886907222111845,-0.00706626558588895,2
6c1411a1-3757-57b6-a182-c3b4b92e0c0c,Cameron Anderson,0.0025377134518272592,-0.00011856432141033483,1
78e94451-849b-57f7-b6ab-8e7f270cfaf9,Jordan Bennett,0.0023387034495378455,-0.002370860589619647,1
882dbcc3-9834-59c0-a0b7-c543eb198815,Jordan Anderson,-0.01200738347976426,-0.04661451952731091,3
8c77f4a2-6777-538d-98d5-19bb2d30b117,Parker Bennett,0.0015368737792105368,-0.005999567764638471,2
9373b144-fbea-5b24-b746-1b5a15185ac4,Reese Anderson,0.0019301637326286612,-0.0032049881720667217,1
99a0666d-8865-5d73-8e3b-27fe3aea0414,Reese Bennett,0.005590890413554821,0.03800120833485032,3
9e7e1a77-773e-5937-9347-1c1ca11c6ae8,Quinn Bennett,0.0014627402973594228,-0.005335299432045653,2
aa834b27-6e25-52c6-86de-e105a0bfc2f1,Eleanor Colvin,0.0,0.0,1
afec5144-e6a3-511f-9dc2-02f8ec57d8ac,Winston Churchill,-0.015352392684850726,-0.04440810016180102,3
bc9258dd-04e9-5352-a83b-d42f9761894e,Morgan Bennett,0.0015010036616072676,-0.0033948982573202024,1
cf21953c-e290-5735-9949-985ff0748943,Riley Bennett,0.001292792981762882,0.0029461218743664815,1
df33a880-7249-57ce-9eee-b8404eb97297,Quinn Anderson,-0.008118866395684524,-0.029037493906191952,3
eae30cde-7e83-5fce-9c05-6632671368c0,Hayden Bennett,0.0016794793201758986,0.010587873262695523,2
