user_id,nickname,x,y,tier
0f6e6d6a-57cc-59a2-bff6-eded84aaaf6b,Morgan Anderson,0.011298720102676133,-0.0944157118431444,2
121617c2-0282-5301-8765-d8ced248013f,Avery Cruz,0.09127416725902142,0.5079556035313253,3
1bda4f83-cd2b-5b51-af26-4351be39a8c8,Taylor Bennett,0.054868582254268675,0.3444486473484437,3
2078af1e-32a3-5bf2-a0bd-2cfc10823f94,Cameron Bennett,-0.020896302560479824,-0.11762477784090657,2
3581f35d-13ce-599a-8f9f-1dc5d5efdb96,Taylor Anderson,0.04910935701297248,0.29631446177640325,3
42f0f3e8-82ac-5f87-a6d6-f331685ce6a6,Hayden Anderson,-0.0009192166839432046,-0.08140171545824884,1
444ed63f-9d51-525e-9c20-733736857f14,Avery Bennett,0.06682050778023675,0.3782134318887525,3
4d4b993d-461b-52be-8dd6-a2393412bcc2,Riley Anderson,-0.00219363084681818,-0.07696252237277872,1
6c1411a1-3757-57b6-a182-c3b4b92e0c0c,Cameron Anderson,0.010150708622656837,-0.09265992808594958,2
78e94451-849b-57f7-b6ab-8e7f270cfaf9,Jordan Bennett,0.012479484274114886,-0.08411190817979375,2
882dbcc3-9834-59c0-a0b7-c543eb198815,Jordan Anderson,-0.013078165149725814,-0.14749188058001753,3
8c77f4a2-6777-538d-98d5-19bb2d30b117,Parker Bennett,-0.014025731062153074,-0.12435701621938795,2
9373b144-fbea-5b24-b746-1b5a15185ac4,Reese Anderson,-0.005836854509298413,-0.11281947362134138,2
99a0666d-8865-5d73-8e3b-27fe3aea0414,Reese Bennett,-0.0018836973090147636,-0.05281545619770908,1
9e7e1a77-773e-5937-9347-1c1ca11c6ae8,Quinn Bennett,-0.006856287618382749,-0.1197712195470891,2
aa834b27-6e25-52c6-86de-e105a0bfc2f1,Eleanor Colvin,0.0,0.0,1
afec5144-e6a3-511f-9dc2-02f8ec57d8ac,Winston Churchill,-0.0484357119410994,-0.0661577375036394,1
bc9258dd-04e9-5352-a83b-d42f9761894e,Morgan Bennett,0.0010441962497957976,-0.108894754767049,2
cf21953c-e290-5735-9949-985ff0748943,Riley Bennett,0.004111334830728865,-0.08113382855426118,1
df33a880-7249-57ce-9eee-b8404eb97297,Quinn Anderson,-0.012233156683008287,-0.1169839234546255,2
eae30cde-7e83-5fce-9c05-6632671368c0,Hayden Bennett,-0.008279584319674647,-0.10940439598527539,2
