user_id,nickname,before_x,before_y,after_x,after_y,delta_x,delta_y
024832dd-b5d4-5082-b196-12cc2d2bc89e,Riley Hayes,0.009459088702112792,-0.19448728535677978,0.013917457599237753,-0.1731571802735788,0.00445836889712496,0.02133010508320099
02bebc7e-9b5f-53de-bd28-4818d7f7605b,Quinn Diaz,0.01713405485449586,0.33215474684798424,0.021592423751620692,0.35348485193118423,0.0044583688971248335,0.02133010508319999
0e86b881-9a08-5f00-a56f-87c65e504f4a,Quinn Cruz,0.019945059528199728,0.2925771620495393,0.024402584487211935,0.3139016717045756,0.004457524959012207,0.021324509655036294
0f6e6d6a-57cc-59a2-bff6-eded84aaaf6b,Morgan Anderson,0.02229084764150245,0.1804473445852361,0.02655056842442462,0.20064498342847464,0.00425972078292217,0.020197638843238552
0fe70350-c402-583c-a200-3f0e2674af57,Riley Diaz,0.018539026660342735,-0.22568434279346117,0.022997395557467697,-0.20435423771026018,0.004458368897124962,0.02133010508320099
121617c2-0282-5301-8765-d8ced248013f,Avery Cruz,0.007942774149531675,-0.16255518320955795,0.012018748812350741,-0.14342204133853576,0.0040759746628190666,0.01913314187102219
187703e5-32a6-59bc-b556-dbaf0ecc74d8,Riley Cruz,0.018547064174735763,-0.21864560702393457,0.023005427785283094,-0.19731553914205852,0.004458363610547331,0.021330067881876053
1bda4f83-cd2b-5b51-af26-4351be39a8c8,Taylor Bennett,0.01165081039483139,-0.13558318859904583,0.015779233491861992,-0.1161585580466543,0.004128423097030601,0.019424630552391534
1c68fbec-6e15-519e-95bc-e92f37d30f98,Morgan Jordan,-0.006698306967723321,0.1984578100409383,-0.002240161572042546,0.2197864315586447,0.004458145395680775,0.021328621517706398
1d6041f1-0f8d-552d-b7d7-7ac4720fd6dd,Riley Jordan,0.009952822495829341,-0.2742687412141068,0.014402430804243234,-0.2529931552972854,0.004449608308413892,0.021275585916821438
1db4ff35-0268-5080-baf2-50a8ecb82338,Jordan Ingram,0.020829605727565675,-0.08743964818363026,0.025287974624690637,-0.06610954310042925,0.004458368897124962,0.021330105083201004
2078af1e-32a3-5bf2-a0bd-2cfc10823f94,Cameron Bennett,-0.008085996510273702,0.2399059683902459,-0.004199629471190656,0.25795700776940916,0.0038863670390830458,0.018051039379163275
28ba8002-76df-5f46-b046-3929f9ed324a,Avery Foster,0.016176335549459152,-0.13941938480480484,0.020634704446584114,-0.11808927972160384,0.004458368897124962,0.021330105083201004
3003e5ad-4988-596b-96db-417de17179c5,Jordan Ellis,0.01969810138889059,-0.06428506907566331,0.02415647028601555,-0.042954963992462306,0.004458368897124962,0.021330105083201004
308424ac-e1cf-5baa-bdab-922e3df39996,Cameron Hayes,0.007245080810526559,0.2596512801078074,0.01170344970765152,0.28098138519100846,0.004458368897124961,0.021330105083201045
3581f35d-13ce-599a-8f9f-1dc5d5efdb96,Taylor Anderson,0.015088901530031541,-0.12292980056613212,0.0192462166121411,-0.10332795119072803,0.0041573150821095604,0.019601849375404087
35de0541-21df-5a21-a864-032f7bca9779,Parker Ingram,0.017986215503518074,-0.19934886854800932,0.022444584400643036,-0.17801876346480833,0.004458368897124962,0.02133010508320099
380e0947-a1dc-5070-be6c-8bd0704fd779,Cameron Ellis,0.025155921914647068,0.3077403113637789,0.029614290811772026,0.32907041644697993,0.004458368897124958,0.021330105083201045
3974d4c1-721e-5570-a733-ad62889d0410,Parker Foster,0.015023524922163193,-0.20356753102192643,0.019481893819288155,-0.18223742593872544,0.004458368897124962,0.02133010508320099
3aabe960-d8c6-5744-bb62-7ea6475db5b3,Avery Grant,0.022549435707411716,-0.1316600876094382,0.027007804604536674,-0.1103299825262372,0.004458368897124958,0.021330105083201004
3c14fa88-74b6-5ab0-b952-57397e085971,Morgan Foster,0.015390708650265221,0.2220991363151308,0.01984907754739018,0.24342924139833183,0.00445836889712496,0.021330105083201018
