user_id,nickname,x,y,tier
0f6e6d6a-57cc-59a2-bff6-eded84aaaf6b,Morgan Anderson,0.016113084742978772,-0.090942807324651,2
121617c2-0282-5301-8765-d8ced248013f,Avery Cruz,0.0955671094157475,0.5093061394313568,3
1bda4f83-cd2b-5b51-af26-4351be39a8c8,Taylor Bennett,0.05935016434969558,0.34654665735101803,3
2078af1e-32a3-5bf2-a0bd-2cfc10823f94,Cameron Bennett,-0.016956692618650723,-0.11756730195273327,2
3581f35d-13ce-599a-8f9f-1dc5d5efdb96,Taylor Anderson,0.0536745916936669,0.29878594797349556,3
42f0f3e8-82ac-5f87-a6d6-f331685ce6a6,Hayden Anderson,0.0034636163206415143,-0.0796939921977543,1
444ed63f-9d51-525e-9c20-733736857f14,Avery Bennett,0.07136805565460122,0.38054103902042963,3
4d4b993d-461b-52be-8dd6-a2393412bcc2,Riley Anderson,0.0018556215777902618,-0.07644244936223736,1
6c1411a1-3757-57b6-a182-c3b4b92e0c0c,Cameron Anderson,0.014206308850318912,-0.0921485277944302,2
78e94451-849b-57f7-b6ab-8e7f270cfaf9,Jordan Bennett,0.016700101398574644,-0.08296257148460956,2
882dbcc3-9834-59c0-a0b7-c543eb198815,Jordan Anderson,-0.007074771142134241,-0.138911612185541,3
8c77f4a2-6777-538d-98d5-19bb2d30b117,Parker Bennett,-0.009601123485747145,-0.12246265899776926,2
9373b144-fbea-5b24-b746-1b5a15185ac4,Reese Anderson,-0.0015547445781579957,-0.11146345796425984,2
99a0666d-8865-5d73-8e3b-27fe3aea0414,Reese Bennett,0.0018001142781471757,-0.053715372883179076,1
9e7e1a77-773e-5937-9347-1c1ca11c6ae8,Quinn Bennett,-0.0022676253422100646,-0.11727510039255233,2
aa834b27-6e25-52c6-86de-e105a0bfc2f1,Eleanor Colvin,0.0,0.0,1
afec5144-e6a3-511f-9dc2-02f8ec57d8ac,Winston Churchill,-0.02290776621254688,0.001765347250202118,1
bc9258dd-04e9-5352-a83b-d42f9761894e,Morgan Bennett,0.005303868217534756,-0.1076219288475153,2
cf21953c-e290-5735-9949-985ff0748943,Riley Bennett,0.008353260177413242,-0.07994204688689845,1
df33a880-7249-57ce-9eee-b8404eb97297,Quinn Anderson,-0.006245407734371199,-0.1084897108530943,2
eae30cde-7e83-5fce-9c05-6632671368c0,Hayden Bennett,-0.004021460147462243,-0.10819192039206788,2
