user_id,nickname,before_x,before_y,after_x,after_y,delta_x,delta_y
024832dd-b5d4-5082-b196-12cc2d2bc89e,Riley Hayes,7.846132715781228e-05,-0.01777348555302776,7.846132715781228e-05,-0.01777348555302776,0.0,0.0
02bebc7e-9b5f-53de-bd28-4818d7f7605b,Quinn Diaz,0.009807133430172725,0.09399729288213006,0.009807133430172725,0.09399729288213006,0.0,0.0
0e86b881-9a08-5f00-a56f-87c65e504f4a,Quinn Cruz,0.011055668057418224,0.05234643612144007,0.011055668057418224,0.05234643612144007,0.0,0.0
0f6e6d6a-57cc-59a2-bff6-eded84aaaf6b,Morgan Anderson,0.0030278387652019744,0.02226868851276484,0.0030278387652019744,0.02226868851276484,0.0,0.0
0fe70350-c402-583c-a200-3f0e2674af57,Riley Diaz,0.004404579169874791,-0.06360299367778129,0.004404579169874791,-0.06360299367778129,0.0,0.0
121617c2-0282-5301-8765-d8ced248013f,Avery Cruz,-0.0005829454681711603,-0.059596211313966405,-0.0005829454681711603,-0.059596211313966405,0.0,0.0
187703e5-32a6-59bc-b556-dbaf0ecc74d8,Riley Cruz,0.012746333669803777,-0.03833478355245652,0.012746333669803777,-0.03833478355245652,0.0,0.0
1bda4f83-cd2b-5b51-af26-4351be39a8c8,Taylor Bennett,0.0030571089491041835,-0.02609385936442664,0.0030571089491041835,-0.02609385936442664,0.0,0.0
1c68fbec-6e15-519e-95bc-e92f37d30f98,Morgan Jordan,-0.0025531808385707696,0.0154724612311801,-0.0025531808385707696,0.0154724612311801,0.0,0.0
1d6041f1-0f8d-552d-b7d7-7ac4720fd6dd,Riley Jordan,-0.0012368630922319941,-0.0976216687270624,-0.0012368630922319941,-0.0976216687270624,0.0,0.0
1db4ff35-0268-5080-baf2-50a8ecb82338,Jordan Ingram,0.01354917072001445,-0.03150283483686267,0.01354917072001445,-0.03150283483686267,0.0,0.0
2078af1e-32a3-5bf2-a0bd-2cfc10823f94,Cameron Bennett,-0.003497054713852762,0.022206555887635156,-0.003497054713852762,0.022206555887635156,0.0,0.0
28ba8002-76df-5f46-b046-3929f9ed324a,Avery Foster,0.010985233956903578,-0.009197584341860125,0.010985233956903578,-0.009197584341860125,0.0,0.0
3003e5ad-4988-596b-96db-417de17179c5,Jordan Ellis,0.011127236187007675,-0.011371820559017448,0.011127236187007675,-0.011371820559017448,0.0,0.0
308424ac-e1cf-5baa-bdab-922e3df39996,Cameron Hayes,0.002767364538821566,0.04455804764440898,0.002767364538821566,0.04455804764440898,0.0,0.0
3581f35d-13ce-599a-8f9f-1dc5d5efdb96,Taylor Anderson,0.004493547952061391,-0.01656223287237861,0.004493547952061391,-0.01656223287237861,0.0,0.0
35de0541-21df-5a21-a864-032f7bca9779,Parker Ingram,0.011660148448002942,-0.034260474692676485,0.011660148448002942,-0.034260474692676485,0.0,0.0
380e0947-a1dc-5070-be6c-8bd0704fd779,Cameron Ellis,0.012577871230008612,0.07696362100081265,0.012577871230008612,0.07696362100081265,0.0,0.0
